"query.text","query.parsed.housenumber","query.parsed.street","query.parsed.postcode","query.parsed.city","query.parsed.state","query.parsed.expected_type","datasource.sourcename","datasource.attribution","datasource.license","datasource.url","country","country_code","state","county","city","hamlet","postcode","street","housenumber","lon","lat","state_code","district","result_type","formatted","address_line1","address_line2","category","timezone.name","timezone.offset_STD","timezone.offset_STD_seconds","timezone.offset_DST","timezone.offset_DST_seconds","timezone.abbreviation_STD","timezone.abbreviation_DST","plus_code","plus_code_short","rank.importance","rank.popularity","rank.confidence","rank.confidence_city_level","rank.confidence_street_level","rank.match_type","place_id","distance","name","suburb","municipality","village","query.parsed.unit","ref","query.parsed.country","quarter","query.parsed.county"
"52324 Duncan AVE, Hubbell, MI 49934","52324","duncan ave","49934","hubbell","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Houghton County","Hubbell","","49934","Duncan Avenue","52324","-88.42637557142858","47.175047404761905","MI","","building","52324 Duncan Avenue, Hubbell, MI 49934, United States of America","52324 Duncan Avenue","Hubbell, MI 49934, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86VH5HGF+2C","","-0.8399999999999999","0.8892239542336957","1","1","1","full_match","5157c6c3bc491b56c059dd590ff467964740f00102f90182c80f0100000000c00203","","","","Torch Lake Township","","","","","",""
"32 Superior AVE, Crystal Falls, MI 49920","32","superior ave","49920","crystal falls","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Iron County","Crystal Falls","","49920","Superior Avenue","32","-88.32741362385377","46.09688266534833","MI","","building","32 Superior Avenue, Crystal Falls, MI 49920, United States of America","32 Superior Avenue","Crystal Falls, MI 49920, United States of America","","America/Menominee","-06:00","-21600","-05:00","-18000","CST","CDT","86RH3MWF+Q2","WF+Q2 Crystal Falls, Iron County, United States","-0.8399999999999999","0.9297410751507185","1","1","1","full_match","51e0ad4558f41456c059369cb3a6660c4740f00102f90191667e0200000000c00203","","","","","","","","","",""
"3475 US 41 West, Marquette, MI 49855","3475","us 41 west","49855","marquette","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Marquette County","Marquette Township","","49855","US-41/M-28","3480","-87.4681529","46.5499534","MI","Marquette","building","Gordon Food Service, 3480 US-41/M-28, Marquette Township, MI 49855, United States of America","Gordon Food Service","3480 US-41/M-28, Marquette Township, MI 49855, United States of America","commercial.supermarket","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86RJGGXJ+XP","","0.00000999999999995449","1.1074642263807413","0.63","1","0.9","full_match","51c4c19437f6dd55c05979a97ddf64464740f00103f9010adcd69902000000c00203920313476f72646f6e20466f6f642053657276696365e203266f70656e7374726565746d61703a616464726573733a6e6f64652f3131313730393239363734","","Gordon Food Service","","","","","79","","",""
"539 S Huron ST, Ypsilanti, MI 48197","539","s huron st","48197","ypsilanti","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Washtenaw County","Ypsilanti","","48197","South Huron Street","539","-83.61455109090909","42.232599863636366","MI","Bell Kramer","building","539 South Huron Street, Ypsilanti, MI 48197, United States of America","539 South Huron Street","Ypsilanti, MI 48197, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JR69MP+25","MP+25 Ypsilanti, Washtenaw County, United States","-0.74","3.3189347457790337","1","1","1","full_match","513e4b19ce54e754c059a6af13d5c51d4540f00102f901e67f631a00000000c00203","","","","","","","","","",""
"1330 Imlay City RD, Unit 3-4, Lapeer, MI 48446","1330","imlay city rd","48446","lapeer","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Lapeer County","Lapeer","","48446","West Imlay City Road","1330","-83.28772998556333","43.047415144203825","MI","","building","1330 West Imlay City Road, Lapeer, MI 48446, United States of America","1330 West Imlay City Road","Lapeer, MI 48446, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MR2PW6+XW","2PW6+XW Lapeer, Lapeer County, United States","-0.74","1.987863694646955","0.7","1","0.7","full_match","51ad84072b6ad254c05964d80eb311864540f00102f9011f7f361200000000c00203","","","","Lapeer Township","","","","","",""
"1421 S Euclid AVE, Bay City, MI 48706","1421","s euclid ave","48706","bay city","mi","building","mixed","","","","United States","us","Michigan","Bay County","Bay City","","48706","South Euclid Avenue","1421","-83.9156044","43.5873072","MI","Bangor","building","1421 South Euclid Avenue, Bay City, MI 48706, United States of America","1421 South Euclid Avenue","Bay City, MI 48706, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MRH3PM+WQ","H3PM+WQ, 48706 Bay City, United States","","1.5984844968994163","1","1","1","full_match","51b884324399fa54c059485ae0e12ccb4540c00203e2031f6d697865643a616464726573733a706f6c796c696e653a3331373937383335","","","","","","","","","",""
"6640 E 8 Mile RD, Detroit, MI 48234","6640","e 8 mile rd","48234","detroit","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Wayne County","Detroit","","48234","East 8 Mile Road","6640","-83.03560672390626","42.4476933","MI","Sherwood","building","6640 East 8 Mile Road, Detroit, MI 48234, United States of America","6640 East 8 Mile Road","Detroit, MI 48234, United States of America","building.commercial","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JRCXX7+3Q","CXX7+3Q Detroit, Wayne County, United States","0.51001","3.9033880172001028","1","1","1","full_match","517cac6c6147c254c059b41199034e394540f00102f901f70e7e4300000000c00203","","","","","","","","","",""
"525 W. Norton AVE, Muskegon Heights, MI 49444","525","w. norton ave","49444","muskegon heights","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Muskegon County","Muskegon Heights","","49444","West Norton Avenue","525","-86.25801310204082","43.190653469387755","MI","","building","525 West Norton Avenue, Muskegon Heights, MI 49444, United States of America","525 West Norton Avenue","Muskegon Heights, MI 49444, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MM5PRR+7Q","5PRR+7Q Muskegon Heights, Muskegon County, United States","-0.74","1.6152916713576122","1","1","1","full_match","511ccd6249839055c059d6f1375567984540f00102f9017f53110100000000c00203","","","","","","","","","",""
"12641 Stout ST, Detroit, MI 48223","12641","stout st","48223","detroit","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Wayne County","Detroit","Oak","48223","Stout Street","12641","-83.2408602121212","42.37983393939394","MI","Weatherby","building","12641 Stout Street, Detroit, MI 48223, United States of America","12641 Stout Street","Detroit, MI 48223, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JR9QH5+WM","9QH5+WM Detroit, Wayne County, United States","-0.73","3.99374640226869","1","1","1","full_match","51f77df3406acf54c059cdcd05669e304540f00102f90149cf850000000000c00203","","","","","","","","","",""
"3650 Alvan RD, Kalamazoo, MI 49001","3650","alvan rd","49001","kalamazoo","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Kalamazoo County","Kalamazoo","","49001","Alvan Road","3650","-85.53469767584656","42.263913559077416","MI","","building","3650 Alvan Road, Kalamazoo, MI 49001, United States of America","3650 Alvan Road","Kalamazoo, MI 49001, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JP7F78+H4","7F78+H4 Kalamazoo, Kalamazoo County, United States","-0.8399999999999999","2.4823351814120684","1","1","1","full_match","5186c0997c386255c059af9a64ebc7214540f00102f9011540100100000000c00203","","","","","","","","","",""
"302 E Huron AVE, Vassar, MI 48768","302","e huron ave","48768","vassar","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Tuscola County","Vassar","","48768","East Huron Avenue","302","-83.57962962655239","43.37029620128478","MI","","building","302 East Huron Avenue, Vassar, MI 48768, United States of America","302 East Huron Avenue","Vassar, MI 48768, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MR9CCC+44","CC+44 Vassar, Tuscola County, United States","-0.74","1.4795795962699319","1","1","1","full_match","517475dca618e554c059f32caddd65af4540f00102f9011a50120100000000c00203","","","","","","","","","",""
"20041 W. Eight Mile RD, Detroit, MI 48219","20041","w. eight mile rd","48219","detroit","mi","building","openaddresses","© OpenAddresses contributors","BSD-3-Clause License","","United States","us","Michigan","Wayne County","Detroit","","48219","West Eight Mile","20041","-83.240423","42.443478","MI","Detroit","building","20041 West Eight Mile, Detroit, MI 48219, United States of America","20041 West Eight Mile","Detroit, MI 48219, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JRCQV5+9R","CQV5+9R Detroit, Wayne County, United States","","3.8144501352928017","0.9","1","0.9","full_match","51338d261763cf54c0596c3f19e3c3384540c00203e203476f70656e6164647265737365733a616464726573733a75732f6d692f7761796e652d6164647265737365732d636f756e74792e6373763a37363936656161343461373535656162","","","","","","","","","",""
"52560 M40 N HWY, Marcellus, MI 49067","52560","m40 hwy","49067","marcellus","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Cass County","Marcellus","","","","","-85.8155576","42.0258779","MI","","city","Marcellus, MI, United States of America","Marcellus, MI","United States of America","administrative","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JP25GM+9Q","+9Q Marcellus, Cass County, United States","0.4301392645537533","1.8967020323850317","0.25","1","","match_by_city_or_disrict","5146008118327455c05936188ff74f034540f00101f901170f020000000000c00208","0","","","Marcellus Township","","","","","",""
"400 S Dort HWY, Flint, MI 48503","400","s dort hwy","48503","flint","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Genesee County","Flint","","48503","South Dort Highway","400","-83.6550325","43.022785","MI","","building","400 South Dort Highway, Flint, MI 48503, United States of America","400 South Dort Highway","Flint, MI 48503, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MR28FV+4X","28FV+4X Flint, Genesee County, United States","-0.74","2.281805216971219","1","1","1","full_match","514c546f0dece954c05970eb6e9eea824540f00102f901ec2dd81700000000c00203","","","","","","","","","",""
"894 E. Chicago ST, Coldwater, MI 49036","894","e. chicago st","49036","coldwater","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Branch County","Coldwater","","49036","East Chicago Street","894","-84.96739140816327","41.9351033877551","MI","","building","894 East Chicago Street, Coldwater, MI 49036, United States of America","894 East Chicago Street","Coldwater, MI 49036, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86HQW2PM+22","W2PM+22, 49036 Coldwater, United States","-0.74","1.7751536361215396","1","1","1","full_match","51871fa7bde93d55c059bb64c277b1f74440f00102f901819a0e0100000000c00203","","","","","","","","","",""
"403 S Main ST, Crystal, MI 48818","403","s main st","48818","crystal","mi","building","mixed","","","","United States","us","Michigan","Montcalm County","Crystal","","48818","South Main Street","403","-84.9149414","43.2604212","MI","Crystal Township","building","403 South Main Street, Crystal, MI 48818, United States of America","403 South Main Street","Crystal, MI 48818, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MQ736P+52","","","1.3914248952318347","1","1","1","full_match","516ab05f668e3a55c059b1975c7b55a14540c00203e2031f6d697865643a616464726573733a706f6c796c696e653a3238393438373433","","","","","","","","","",""
"50 Arthur ST, Manistee, MI 49660","50","arthur st","49660","manistee","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Manistee County","Manistee","","49660","Arthur Street","50","-86.31843914837205","44.256136802005614","MI","","building","50 Arthur Street, Manistee, MI 49660, United States of America","50 Arthur Street","Manistee, MI 49660, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86PM7M4J+FJ","4J+FJ Manistee, Manistee County, United States","-0.8399999999999999","1.195549962423029","1","1","1","full_match","518a01984e619455c05944f53917c9204640f00102f9015ada100100000000c00203","","","","","","","","","",""
"1820 Washtenaw AVE, Ypsilanti, MI 48197","1820","washtenaw ave","48197","ypsilanti","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Washtenaw County","Ypsilanti","","48197","Washtenaw Avenue","1820","-83.64223424242424","42.248003232323235","MI","College Heights","building","1820 Washtenaw Avenue, Ypsilanti, MI 48197, United States of America","1820 Washtenaw Avenue","Ypsilanti, MI 48197, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JR69X5+64","69X5+64 Ypsilanti, Washtenaw County, United States","-0.8399999999999999","3.4130623906412962","1","1","1","full_match","5157e5a65d1ae954c059b710e691be1f4540f00102f901751ce11800000000c00203","","","","","","","","","",""
"50 E. North Territorial RD, Whitemore Lake, MI 48189","50","e. north territorial rd","48189","whitemore lake","mi","building","openaddresses","© OpenAddresses contributors","BSD-3-Clause License","","United States","us","Michigan","Washtenaw County","Whitmore Lake","","48189","East North Territorial Road","50","-83.760345","42.378796","MI","Northfield Township","building","50 East North Territorial Road, Whitmore Lake, MI 48189, United States of America","50 East North Territorial Road","Whitmore Lake, MI 48189, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JR96HQ+GV","96HQ+GV Whitmore Lake, Washtenaw County, United States","","2.4534677906769264","1","1","1","full_match","51562b137ea9f054c05985ed27637c304540c00203e203486f70656e6164647265737365733a616464726573733a75732f6d692f73656d636f672d6164647265737365732d636f756e74792e6373763a31303239643565353263643935326566","","","","","","","","","",""
"50 Arthur ST, Manistee, MI 49660","50","arthur st","49660","manistee","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Manistee County","Manistee","","49660","Arthur Street","50","-86.31843914837205","44.256136802005614","MI","","building","50 Arthur Street, Manistee, MI 49660, United States of America","50 Arthur Street","Manistee, MI 49660, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86PM7M4J+FJ","4J+FJ Manistee, Manistee County, United States","-0.8399999999999999","1.195549962423029","1","1","1","full_match","518a01984e619455c05944f53917c9204640f00102f9015ada100100000000c00203","","","","","","","","","",""
"12625 Kercheval AVE, Detroit, MI 48215","12625","kercheval ave","48215","detroit","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Wayne County","Detroit","","48215","Kercheval Avenue","12625","-82.96005167346938","42.374279040816326","MI","","building","12625 Kercheval Avenue, Detroit, MI 48215, United States of America","12625 Kercheval Avenue","Detroit, MI 48215, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JV92FQ+PX","92FQ+PX Detroit, Wayne County, United States","-0.8399999999999999","3.9569721831009144","1","1","1","full_match","515901937c71bd54c05933f12760e82f4540f00102f9012b5a160d00000000c00203","","","","","","","","","",""
"166 South Burney ST, Marcellus, MI 49067","166","south burney st","49067","marcellus","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Cass County","Marcellus","","","","","-85.8155576","42.0258779","MI","","city","Marcellus, MI, United States of America","Marcellus, MI","United States of America","administrative","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JP25GM+9Q","+9Q Marcellus, Cass County, United States","0.4301392645537533","1.8967020323850317","0.25","1","","match_by_city_or_disrict","5146008118327455c05936188ff74f034540f00101f901170f020000000000c00208","0","","","Marcellus Township","","","","","",""
"502 N. Mission ST, Mount Pleasant, MI 48858","502","n. mission st","48858","mount pleasant","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Isabella County","Mount Pleasant","","48858","North Mission Street","502","-84.76760234693877","43.608315326530615","MI","","building","502 North Mission Street, Mount Pleasant, MI 48858, United States of America","502 North Mission Street","Mount Pleasant, MI 48858, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MQJ65J+8X","5J+8X, 48858 Mount Pleasant, United States","-0.74","1.649830875632508","1","1","1","full_match","51d51b9865203155c059628dd046ddcd4540f00102f90159ed0f0100000000c00203","","","","","","","","","",""
"2432 W M-55, West Branch, MI 48661","2432","w m-55","48661","west branch","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Ogemaw County","West Branch","","","","","-84.238613","44.276408","MI","","city","West Branch, MI, United States of America","West Branch, MI","United States of America","administrative","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86PQ7QG6+HH","+HH West Branch, Ogemaw County, United States","0.6013344887685732","1.2575039189931758","0.25","1","","match_by_city_or_disrict","51a1d9756f450f55c059282d5c5661234640f00101f901d50f020000000000c00208","0","","","","","","","","",""
"1321 E. Colby ST, Whitehall, MI 49461","1321","e. colby st","49461","whitehall","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Muskegon County","Whitehall","","49461","East Colby Street","1321","-86.32776633333334","43.409138666666664","MI","","building","1321 East Colby Street, Whitehall, MI 49461, United States of America","1321 East Colby Street","Whitehall, MI 49461, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MMCM5C+MV","CM5C+MV, 49461 Whitehall, United States","-0.74","1.4041461950828733","1","1","1","full_match","516199a41ffa9455c059626ee4a75eb44540f00102f9011e56110100000000c00203","","","","","","","","","",""
"414 North Main ST, Cheboygan, MI 49721","414","north main st","49721","cheboygan","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Cheboygan County","Cheboygan","","49721","North Main Street","414","-84.47317755823293","45.64857496787148","MI","","building","414 North Main Street, Cheboygan, MI 49721, United States of America","414 North Main Street","Cheboygan, MI 49721, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86QQJGXG+CP","XG+CP Cheboygan, Cheboygan County, United States","-0.74","1.1162896399498523","1","1","1","full_match","51f173868a481e55c05992012a8104d34640f00102f90140200f0100000000c00203","","","","","","","","","",""
"313 W. Laketon AVE, Muskegon, MI 49441","313","w. laketon ave","49441","muskegon","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Muskegon County","Muskegon","","49441","West Laketon Avenue","313","-86.25117315384615","43.21967476923077","MI","","building","313 West Laketon Avenue, Muskegon, MI 49441, United States of America","313 West Laketon Avenue","Muskegon, MI 49441, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MM6P9X+VG","9X+VG Muskegon, Muskegon County, United States","-0.74","1.6123922423462216","1","1","1","full_match","51c1599038139055c0591fcd864d1e9c4540f00102f901725c110100000000c00203","","","","","","","","","",""
"133 Marshall ST, Allegan, MI 49010","133","marshall st","49010","allegan","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Allegan County","Allegan","","49010","Marshall Street","133","-85.84996245645556","42.525295005721226","MI","","building","133 Marshall Street, Allegan, MI 49010, United States of America","133 Marshall Street","Allegan, MI 49010, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JPG5G2+42","G2+42 Allegan, Allegan County, United States","-0.8399999999999999","1.8287895289583431","1","1","1","full_match","517c53eec8657655c0599329e3dd3c434540f00102f901c0c92b0e00000000c00203","","","","","","","","","",""
"105 Perry AVE, Big Rapids, MI 49307","105","perry ave","49307","big rapids","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Mecosta County","Big Rapids","","49307","Perry Avenue","105","-85.4839377932815","43.68750661249345","MI","","building","105 Perry Avenue, Big Rapids, MI 49307, United States of America","105 Perry Avenue","Big Rapids, MI 49307, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MPMGQ8+2C","Q8+2C Big Rapids, Mecosta County, United States","-0.8399999999999999","1.3632939631019976","1","1","1","full_match","5151dc38d6f85e55c059b838783700d84540f00102f90180fcbd4200000000c00203","","","","","","","","","",""
"618 N Centerville ST, Sturgis, MI 49091","618","n centerville st","49091","sturgis","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Saint Joseph County","Sturgis","","49091","North Centerville Street","618","-85.42850630000001","41.804869919999994","MI","","building","618 North Centerville Street, Sturgis, MI 49091, United States of America","618 North Centerville Street","Sturgis, MI 49091, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86HPRH3C+WH","3C+WH, 49091 Sturgis, United States","-0.74","1.728608665907246","1","1","1","full_match","515228b0a56c5b55c05991f73ffa05e74440f00102f901e521120100000000c00203","","","","","","","","","",""
"691 S. US Highway 131, Three Rivers, MI 49093","691","s. us highway 131","49093","three rivers","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Saint Joseph County","Three Rivers","","49093","US-131/M-60","711","-85.6500746","41.935320649999994","MI","Three Rivers","building","Super 8 by Wyndham Three Rivers, 711 US-131/M-60, Three Rivers, MI 49093, United States of America","Super 8 by Wyndham Three Rivers","711 US-131/M-60, Three Rivers, MI 49093, United States of America","accommodation.motel","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86HPW8PX+4X","W8PX+4X, 49093 Three Rivers, United States","0.00000999999999995449","1.8196716735131986","0.5","1","1","full_match","5175bd7ed29a6955c05900834996b8f74440f00102f901c9e1280c00000000c0020392031f537570657220382062792057796e6468616d20546872656520526976657273e203236f70656e7374726565746d61703a616464726573733a7761792f323034303035383333","","Super 8 by Wyndham Three Rivers","","","","","","","",""
"212 W. Pickard RD, Suite A, Mt Pleasant, MI 48858","212","w. pickard rd","48858","mt pleasant","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Isabella County","Deerfield Township","","48858","West Pickard Road","212","-84.85225467734969","43.61115630017176","MI","","building","212 West Pickard Road, Deerfield Township, MI 48858, United States of America","212 West Pickard Road","Deerfield Township, MI 48858, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MQJ46X+F3","","-0.74","1.3917813179563845","0.95","1","1","full_match","511ec533578b3655c059b4fda05e3ace4540f00102f9013dfe760900000000c00203","","","","","","suite a","","","",""
"108 Lafayette AVE, Bay City, MI 48708","108","lafayette ave","48708","bay city","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Bay County","Bay City","","48708","Lafayette Avenue","108","-83.89758402040816","43.57955824489796","MI","","building","108 Lafayette Avenue, Bay City, MI 48708, United States of America","108 Lafayette Avenue","Bay City, MI 48708, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MRH4H2+RX","H2+RX, 48708 Bay City, United States","-0.8399999999999999","1.702425234499112","1","1","1","full_match","512d443f0472f954c05961fbedf62eca4540f00102f9019f700e0100000000c00203","","","","","","","","","",""
"5031 US 23 N, Oscoda, MI 48750","5031","us 23 n","48750","oscoda","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Iosco County","Oscoda","","","","","-83.330801","44.4202933","MI","","city","Oscoda, MI, United States of America","Oscoda, MI","United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86PRCMC9+4M","","0.4210731310973491","1.2315381028241619","0.25","1","","match_by_city_or_disrict","51fb1ef5d72bd554c0592c1dbd2bcc354640f00101f901ee0d020000000000c002089203064f73636f6461","0","Oscoda","","Oscoda Township","","","","","",""
"7957 State ST, Central Lake, MI 49622","7957","state st","49622","central lake","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Antrim County","Central Lake","","49622","State Street","","-85.2551036","45.0692204","MI","","street","State Street, Central Lake, MI 49622, United States of America","State Street","Central Lake, MI 49622, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86QP3P9V+MX","","0.6100099999999999","1.19428714823964","0.5","1","1","match_by_street","51e1c50c9e535055c059a71bcd36dc884640f00102f901a78e0e0100000000c0020492030c537461746520537472656574","","State Street","","Central Lake Township","","","CR 624","","",""
"265 Crandall Parkway, Lawrence, MI 49064","265","crandall parkway","49064","lawrence","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Van Buren County","Lawrence","","49064","Crandall Parkway","","-86.055913","42.198577","MI","","street","Crandall Parkway, Lawrence, MI 49064, United States of America","Crandall Parkway","Lawrence, MI 49064, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JM5WXV+CJ","","0.5100099999999999","1.74427792768445","0.5","1","1","match_by_street","51f69a1e14948355c059705e9cf86a194540f00102f901516f120100000000c002049203104372616e64616c6c205061726b776179","","Crandall Parkway","","Lawrence Township","","","","","",""
"525 E. Kalamazoo AVE, Kalamazoo, MI 49007","525","e. kalamazoo ave","49007","kalamazoo","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Kalamazoo County","Kalamazoo","","49007","East Kalamazoo Avenue","525","-85.5760741411157","42.29474905078201","MI","","building","525 East Kalamazoo Avenue, Kalamazoo, MI 49007, United States of America","525 East Kalamazoo Avenue","Kalamazoo, MI 49007, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JP7CVF+VH","VF+VH Kalamazoo, Kalamazoo County, United States","-0.74","3.799523275685715","1","1","1","full_match","51720a1366de6455c05961d13e56ba254540f00102f901a53dce4600000000c00203","","","","","","","","","",""
"811 Broadus ST, Suite 100, Sturgis, MI 49091","811","broadus st","49091","sturgis","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Saint Joseph County","Sturgis","","49091","Broadus Street","811","-85.43326847368421","41.807490263157895","MI","","building","811 Broadus Street, Sturgis, MI 49091, United States of America","811 Broadus Street","Sturgis, MI 49091, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86HPRH48+XM","48+XM, 49091 Sturgis, United States","-0.8399999999999999","1.7498051135273383","1","1","1","full_match","512337b1abba5b55c059010d48d75be74440f00102f901922a120100000000c00203","","","","","","suite 100","","","",""
"56271 M-51 S, Dowagiac, MI 49047","56271","m-51 s","49047","dowagiac","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Cass County","Dowagiac","Pokagon","49047","M-51","56151","-86.1251038","41.9813026","MI","Dowagiac","building","Family Fare, 56151 M-51, Dowagiac, MI 49047, United States of America","Family Fare","56151 M-51, Dowagiac, MI 49047, United States of America","commercial.supermarket","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86HMXVJF+GX","XVJF+GX Dowagiac, Cass County, United States","0.00000999999999995449","1.8491943046232386","0.5","1","1","full_match","51be665eb3018855c059693dd7529bfd4440f00103f9015c908cf401000000c0020392030b46616d696c792046617265e203256f70656e7374726565746d61703a616464726573733a6e6f64652f38333937383139393936","","Family Fare","","Pokagon Township","","","1975","","",""
